"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.457,0.361915151515152
"PE_vs_NP","Baseline",303,0.458,0.362448484848485
"PE_vs_NP","Baseline",303,0.459,0.362981818181818
"PE_vs_NP","Baseline",303,0.46,0.363515151515152
"PE_vs_NP","Baseline",303,0.461,0.363636363636364
"PE_vs_NP","Baseline",303,0.462,0.363636363636364
"PE_vs_NP","Baseline",303,0.463,0.363636363636364
"PE_vs_NP","Baseline",303,0.464,0.364381818181818
"PE_vs_NP","Baseline",303,0.465,0.365181818181818
"PE_vs_NP","Baseline",303,0.466,0.366345454545454
"PE_vs_NP","Baseline",303,0.467,0.371145454545455
"PE_vs_NP","Baseline",303,0.468,0.375945454545454
"PE_vs_NP","Baseline",303,0.469,0.379945454545455
"PE_vs_NP","Baseline",303,0.47,0.381545454545454
"PE_vs_NP","Baseline",303,0.471,0.383145454545455
"PE_vs_NP","Baseline",303,0.472,0.384745454545454
"PE_vs_NP","Baseline",303,0.473,0.386345454545455
"PE_vs_NP","Baseline",303,0.474,0.387945454545454
"PE_vs_NP","Baseline",303,0.475,0.390909090909091
"PE_vs_NP","Baseline",303,0.476,0.394909090909091
"PE_vs_NP","Baseline",303,0.477,0.398909090909091
"PE_vs_NP","Baseline",303,0.478,0.4
"PE_vs_NP","Baseline",303,0.479,0.4
